@relation b_matrix-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {true,false}

@data
59,12,11,4,1,0,0,15,42,1,2,0,false
6,1,3,1,0,1,1,0,0,2,2,0,true
4,1,0,0,0,1,2,1,196,2,4,0,false
15,7,1,1,0,0,0,2,196,1,6,0,true
40,7,8,1,1,0,1,2,56,1,2,0,true
25,7,7,1,0,1,1,7,40,2,5,0,false
50,1,0,0,0,0,0,1,37,1,1,0,false
7,2,1,0,0,0,2,0,84,3,6,0,true
3,1,0,0,0,1,0,0,366,1,2,0,false
17,4,1,2,1,0,2,1,4,1,2,0,false
5,1,2,0,0,1,0,2,196,1,2,0,true
3,1,0,0,0,1,0,2,366,1,1,0,false
49,8,11,1,2,4,0,11,482,1,8,0,false
44,11,9,0,0,2,1,2,88,2,2,0,false
33,6,4,0,0,2,4,1,205,2,6,0,false
11,3,3,0,0,1,2,0,196,1,2,0,true
9,2,1,1,0,2,1,0,4,3,6,0,false
7,3,0,0,0,0,0,1,4,2,14,0,false
20,10,8,0,0,2,1,4,205,2,6,0,false
9,1,5,1,0,0,1,5,504,1,5,0,false
3,1,0,0,0,1,0,1,0,1,1,0,true
41,8,9,2,3,2,1,0,196,2,8,0,true
17,8,7,0,0,2,1,0,412,2,16,0,false
8,2,0,0,0,2,0,0,205,2,6,0,false
38,7,7,2,1,0,0,55,4,2,5,0,true
22,3,1,0,0,2,0,5,4,2,3,0,false
17,4,0,2,0,2,2,7,4,3,12,0,true
11,2,2,0,0,1,0,1,412,2,16,0,false
30,5,7,1,0,0,2,3,4,1,3,0,false
19,3,3,7,0,0,1,2,219,3,4,0,false
8,2,1,0,1,0,2,2,412,3,15,0,true
24,4,2,1,1,1,2,4,286,1,6,0,false
13,1,0,0,0,0,1,0,4,2,5,0,false
3,1,0,0,0,1,0,0,205,2,6,0,false
39,6,4,0,3,0,1,5,216,2,5,0,true
3,1,0,0,0,1,0,1,412,2,16,0,false
67,4,3,5,1,1,1,4,196,3,20,0,true
5,3,0,0,0,0,0,2,412,1,5,0,false
11,2,3,0,0,2,2,0,205,2,6,0,false
6,2,0,0,0,1,2,2,196,1,2,0,true
3,1,1,0,0,0,7,0,412,2,16,0,false
56,16,10,5,2,4,1,11,420,2,5,0,true
16,5,3,0,0,1,1,4,412,2,16,0,false
45,10,15,4,1,1,2,2,4,3,6,0,false
3,1,0,0,0,1,0,2,196,1,2,0,true
4,1,0,1,0,0,0,0,286,2,10,0,false
11,3,0,1,0,1,0,4,204,3,5,0,true
11,3,5,0,0,2,1,1,196,1,2,0,true
14,3,4,0,0,2,3,0,4,2,14,0,false
22,1,0,0,0,0,0,0,137,1,1,0,false
3,1,0,0,0,1,0,1,196,1,2,0,true
4,1,0,0,0,0,0,0,113,1,1,0,true
3,1,0,0,0,0,0,1,1,1,1,0,false
11,2,3,0,0,2,2,0,205,2,6,0,false
