Classifier,feature selection,sampling,cost sensitive,precision,recall,auc,kappa
rf,true,false,true,0.7512979541436309,0.9853509514520226,0.5321204398669529,0.0897351027652657
rf,true,false,true,0.7504966563138308,0.9872280908388237,0.5302006788255027,0.08479327920111439
rf,true,false,true,0.7444841305723845,0.9996964453753453,0.5599400729250822,0.1637968347790756
rf,true,false,true,0.7560423737529569,0.9904004850281249,0.5404020448340702,0.11319428783260363
rf,true,false,true,0.754051428863555,0.9936340058607566,0.5355956435209257,0.10073738939522306
rf,true,false,true,0.7771194165907019,0.9833652065689221,0.6300806728726918,0.32831040819606666
rf,true,false,true,0.7782730606082393,0.9857936435661597,0.6328127554640949,0.3356181812291785
mlp,true,true,false,0.9281658849666748,0.640981929764746,0.721085168669486,0.3421567071885169
mlp,true,true,false,0.9380807568846089,0.7017821031344793,0.8269572989914961,0.3655286507806338
mlp,true,true,false,0.921076015833266,0.6030570688104935,0.7230745812350183,0.19148358747399946
mlp,true,true,false,0.9065524353482469,0.799347167171835,0.7726627107460571,0.2940523237733001
mlp,true,true,false,0.8454031843862352,0.5654969325153374,0.7199933392683194,0.225818526477282
mlp,true,true,false,0.9891424075531078,0.2722272746957689,0.6415776532607953,0.1472208560416386
mlp,true,true,false,0.8477542769807228,0.7242439558588156,0.7467149511172922,0.2883450799479887
mlp,true,true,false,0.8260083197684934,0.6723839670212375,0.6960110714386561,0.23291985933468942
mlp,true,true,false,0.8931887395082819,0.40503216679578297,0.6841272726220048,0.17758178966886973
mlp,true,true,false,0.7915799081548247,0.8424247943417418,0.7385926543169152,0.2881288270046035
sgd,true,true,false,0.9368128228904491,0.6027957722468462,0.73166104401816,0.32326076161802064
sgd,true,true,false,0.9259497746297489,0.4543731041456016,0.6519838316961333,0.16893001882540284
sgd,true,true,false,0.9043949771689498,0.5028296398159412,0.6119477091669214,0.11523219158325539
sgd,true,true,false,0.9010534236267871,0.7817673117276754,0.6660424247939793,0.2593330310266726
sgd,true,true,false,0.796671601408954,0.7659386503067485,0.6212053924509557,0.23481048426345852
sgd,true,true,false,0.8631993695823483,0.4743839591182712,0.618190060173339,0.15888262999410135
sgd,true,true,false,0.8909896212071131,0.5676859573751158,0.6788111315537999,0.261554273016047
sgd,true,true,false,0.775323639487085,0.4651256947256064,0.5422499900714614,0.061910828473950505
sgd,true,true,false,0.784525865987817,0.5812927346828792,0.5634390046724721,0.1023924323355939
sgd,true,true,false,0.8045663184552073,0.617217618310415,0.6163849436613179,0.19690821248275134
rf,true,true,false,0.925261216963737,0.6415785884759632,0.8076481104312093,0.33790475592823216
rf,true,true,false,0.9421043197705682,0.6643073811931244,0.7831433004747224,0.3386133114771104
rf,true,true,false,0.924991680532446,0.7350716665785159,0.7778861814539846,0.29405286281694143
rf,true,true,false,0.9748786601952104,0.8523198880858008,0.9245792710200473,0.5821787993698212
rf,true,true,false,0.8520381026062569,0.8648343558282209,0.8071452684613548,0.4685302002750573
rf,true,true,false,0.9002856982802084,0.6959854488761855,0.7970458633066294,0.362797203506456
rf,true,true,false,0.9311786875935774,0.759666413949962,0.8825817103930952,0.49716553116213497
rf,true,true,false,0.8867251782775645,0.7139754867680077,0.7957388781745601,0.38755784043692065
rf,true,true,false,0.8765007882928407,0.7303041530533194,0.7962252431341261,0.37906235661607207
rf,true,true,false,0.8733077051646331,0.793036456910421,0.8189046568665378,0.46462396680974977
